#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
0968p595 file0_rs0_skip0 stages0
0968p607 file0_rs0_skip0 stages0
0969p585 file0_rs0_skip0 stages0
0969p597 file0_rs0_skip0 stages0
0969p657 file0_rs0_skip0 stages0
0969p670 file0_rs0_skip0 stages0
0969p680 file0_rs0_skip0 stages0
0970p580 file0_rs0_skip0 stages0
0970p582 file0_rs0_skip0 stages0
0970p592 file0_rs0_skip0 stages0
0970p602 file0_rs0_skip0 stages0
0970p637 file0_rs0_skip0 stages1
0970p640 file0_rs0_skip0 stages1
0970p662 file0_rs0_skip0 stages0
0970p692 file0_rs0_skip0 stages0
0971p610 file0_rs0_skip0 stages0
0971p620 file0_rs0_skip0 stages0
0971p630 file0_rs0_skip0 stages0
0971p652 file0_rs0_skip0 stages0
0971p655 file0_rs0_skip0 stages0
0971p675 file0_rs0_skip0 stages0
0971p685 file0_rs0_skip0 stages0
0972p577 file0_rs0_skip0 stages1
0972p587 file0_rs0_skip0 stages1
0972p590 file0_rs0_skip0 stages1
