#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2833p532 file0_rs0_skip0 stages0
2833p592 file0_rs0_skip0 stages0
2833p597 file0_rs0_skip0 stages0
2833p647 file0_rs0_skip0 stages0
2833p670 file0_rs0_skip0 stages0
2833p682 file0_rs0_skip0 stages0
2833p692 file0_rs0_skip0 stages0
2834p522 file0_rs0_skip0 stages0
2834p575 file0_rs0_skip0 stages0
2834p587 file0_rs0_skip0 stages1
2834p700 file0_rs0_skip0 stages0
2835p585 file0_rs0_skip0 stages1
2835p590 file0_rs0_skip0 stages0
2835p602 file0_rs0_skip0 stages0
2835p645 file0_rs0_skip0 stages0
2835p680 file0_rs0_skip0 stages0
2835p690 file0_rs0_skip0 stages0
2836p530 file0_rs0_skip0 stages0
2836p535 file0_rs0_skip0 stages0
2836p580 file0_rs0_skip0 stages1
2836p600 file0_rs0_skip0 stages0
2836p652 file0_rs0_skip0 stages0
2836p675 file0_rs0_skip0 stages0
2836p687 file0_rs0_skip0 stages0
2836p697 file0_rs0_skip0 stages0
2837p525 file0_rs0_skip0 stages0
2837p527 file0_rs0_skip0 stages0
2837p532 file0_rs0_skip0 stages0
2837p577 file0_rs0_skip0 stages0
2837p582 file0_rs0_skip0 stages1
2837p595 file0_rs0_skip0 stages0
2837p642 file0_rs0_skip0 stages0
2837p677 file0_rs0_skip0 stages0
2838p522 file0_rs0_skip0 stages0
